handle	course	title	term	visibility	instructor	html	public_page	captured_utc
sppml7syc	EDG 7067	Philosophies of Inquiry	Summer 2026	public	Vonzell Agosto	where would I read this and who would I read it with/temporary-raw/usf/philosophy/simple-syllabus/html/sppml7syc.html	https://usf.simplesyllabus.com/doc/sppml7syc/Summer-2026-EDG-7067-%28EU-EDQ%29-002?mode=view	2026-09-01T01:13:29Z
